OBJECTID,Name,Shape_Leng,Shape_Area,vertex_ind,vertex_par,vertex_p_1,vertex_p_2,distance,angle,Longitude,Latitude,xcoord,ycoord
1,FORGE site,13118.353863700000147,5110154.251889999955893,17,0,0,17,0.00303890282958,179.97179143353517,-112.8795100000,38.5112300000,336110.08536,4264211.27678
1,FORGE site,13118.353863700000147,5110154.251889999955893,18,0,0,18,0.00321766181955,179.97179143353517,-112.8795100000,38.5110500000,336109.68764,4264191.43879
1,FORGE site,13118.353863700000147,5110154.251889999955893,19,0,0,19,0.00339642080953,179.97179143353517,-112.8795100000,38.5108700000,336109.28992,4264171.60080
1,FORGE site,13118.353863700000147,5110154.251889999955893,20,0,0,20,0.00357517979950,179.97179143353517,-112.8795100000,38.5107000000,336108.89220,4264151.76282
1,FORGE site,13118.353863700000147,5110154.251889999955893,21,0,0,21,0.00375393878948,179.97179143353517,-112.8795100000,38.5105200000,336108.49448,4264131.92483
1,FORGE site,13118.353863700000147,5110154.251889999955893,22,0,0,22,0.00393269777946,179.97179143353517,-112.8795100000,38.5103400000,336108.09676,4264112.08684
1,FORGE site,13118.353863700000147,5110154.251889999955893,23,0,0,23,0.00411145676943,179.97179143353517,-112.8795100000,38.5101600000,336107.69905,4264092.24886
1,FORGE site,13118.353863700000147,5110154.251889999955893,24,0,0,24,0.00429021575941,179.97179143353517,-112.8795100000,38.5099800000,336107.30133,4264072.41087
1,FORGE site,13118.353863700000147,5110154.251889999955893,25,0,0,25,0.00446897474938,179.97179143353517,-112.8795100000,38.5098000000,336106.90362,4264052.57289
1,FORGE site,13118.353863700000147,5110154.251889999955893,26,0,0,26,0.00464773373936,179.97179143353517,-112.8795100000,38.5096200000,336106.50591,4264032.73491
1,FORGE site,13118.353863700000147,5110154.251889999955893,27,0,0,27,0.00482649272933,179.97179143353517,-112.8795100000,38.5094400000,336106.10820,4264012.89692
1,FORGE site,13118.353863700000147,5110154.251889999955893,28,0,0,28,0.00500525171931,179.97179143353517,-112.8795100000,38.5092700000,336105.71050,4263993.05894
1,FORGE site,13118.353863700000147,5110154.251889999955893,29,0,0,29,0.00518401070928,179.97179143353517,-112.8795100000,38.5090900000,336105.31279,4263973.22096
1,FORGE site,13118.353863700000147,5110154.251889999955893,30,0,0,30,0.00536276969926,179.97179143353517,-112.8795100000,38.5089100000,336104.91509,4263953.38298
1,FORGE site,13118.353863700000147,5110154.251889999955893,31,0,0,31,0.00554152868923,179.97179143353517,-112.8795100000,38.5087300000,336104.51739,4263933.54500
1,FORGE site,13118.353863700000147,5110154.251889999955893,32,0,0,32,0.00572028767921,179.97179143353517,-112.8795100000,38.5085500000,336104.11969,4263913.70702
1,FORGE site,13118.353863700000147,5110154.251889999955893,33,0,0,33,0.00589904666918,179.97179143353517,-112.8795100000,38.5083700000,336103.72199,4263893.86904
1,FORGE site,13118.353863700000147,5110154.251889999955893,34,0,0,34,0.00607780565916,179.97179143353517,-112.8795100000,38.5081900000,336103.32429,4263874.03106
1,FORGE site,13118.353863700000147,5110154.251889999955893,35,0,0,35,0.00625656464913,179.97179143353517,-112.8795100000,38.5080100000,336102.92660,4263854.19308
1,FORGE site,13118.353863700000147,5110154.251889999955893,36,0,0,36,0.00643532363911,179.97179143353517,-112.8795100000,38.5078400000,336102.52891,4263834.35510
1,FORGE site,13118.353863700000147,5110154.251889999955893,37,0,0,37,0.00661408262908,179.97179143353517,-112.8795100000,38.5076600000,336102.13121,4263814.51712
1,FORGE site,13118.353863700000147,5110154.251889999955893,38,0,0,38,0.00679284161906,179.97179143353517,-112.8795100000,38.5074800000,336101.73352,4263794.67915
1,FORGE site,13118.353863700000147,5110154.251889999955893,39,0,0,39,0.00697160060903,179.97179143353517,-112.8795000000,38.5073000000,336101.33583,4263774.84117
1,FORGE site,13118.353863700000147,5110154.251889999955893,40,0,0,40,0.00715035959901,179.97179143581315,-112.8795000000,38.5071200000,336100.93815,4263755.00320
1,FORGE site,13118.353863700000147,5110154.251889999955893,41,0,0,41,0.00732911858899,179.97179143581315,-112.8795000000,38.5069400000,336100.54046,4263735.16522
1,FORGE site,13118.353863700000147,5110154.251889999955893,42,0,0,42,0.00750787757897,179.97179143353517,-112.8795000000,38.5067600000,336100.14278,4263715.32725
1,FORGE site,13118.353863700000147,5110154.251889999955893,43,0,0,43,0.00768663656894,179.97179143353517,-112.8795000000,38.5065800000,336099.74510,4263695.48927
1,FORGE site,13118.353863700000147,5110154.251889999955893,44,0,0,44,0.00786539555892,179.97179143353517,-112.8795000000,38.5064100000,336099.34742,4263675.65130
1,FORGE site,13118.353863700000147,5110154.251889999955893,45,0,0,45,0.00804415454889,179.97179143353517,-112.8795000000,38.5062300000,336098.94974,4263655.81332
1,FORGE site,13118.353863700000147,5110154.251889999955893,46,0,0,46,0.00822291353887,179.97179143353517,-112.8795000000,38.5060500000,336098.55206,4263635.97535
1,FORGE site,13118.353863700000147,5110154.251889999955893,47,0,0,47,0.00840167252884,179.97179143353517,-112.8795000000,38.5058700000,336098.15439,4263616.13738
1,FORGE site,13118.353863700000147,5110154.251889999955893,48,0,0,48,0.00858043151882,179.97179143353517,-112.8795000000,38.5056900000,336097.75671,4263596.29941
1,FORGE site,13118.353863700000147,5110154.251889999955893,49,0,0,49,0.00875919050879,179.97179143353517,-112.8795000000,38.5055100000,336097.35904,4263576.46144
1,FORGE site,13118.353863700000147,5110154.251889999955893,50,0,0,50,0.00893794949877,179.97179143353517,-112.8795000000,38.5053300000,336096.96137,4263556.62347
1,FORGE site,13118.353863700000147,5110154.251889999955893,51,0,0,51,0.00911670848874,179.97179143353517,-112.8795000000,38.5051500000,336096.56370,4263536.78550
1,FORGE site,13118.353863700000147,5110154.251889999955893,52,0,0,52,0.00929546747872,179.97179143353517,-112.8795000000,38.5049800000,336096.16603,4263516.94753
1,FORGE site,13118.353863700000147,5110154.251889999955893,53,0,0,53,0.00947422646869,179.97179143353517,-112.8795000000,38.5048000000,336095.76837,4263497.10956
1,FORGE site,13118.353863700000147,5110154.251889999955893,54,0,0,54,0.00965298545867,179.97179143353517,-112.8795000000,38.5046200000,336095.37070,4263477.27159
1,FORGE site,13118.353863700000147,5110154.251889999955893,55,0,0,55,0.00983174444864,179.97179143353517,-112.8795000000,38.5044400000,336094.97304,4263457.43362
1,FORGE site,13118.353863700000147,5110154.251889999955893,56,0,0,56,0.01001050343862,179.97179143353517,-112.8795000000,38.5042600000,336094.57538,4263437.59566
1,FORGE site,13118.353863700000147,5110154.251889999955893,57,0,0,57,0.01018926242860,179.97179143353517,-112.8795000000,38.5040800000,336094.17772,4263417.75769
1,FORGE site,13118.353863700000147,5110154.251889999955893,58,0,0,58,0.01036802141857,179.97179143353517,-112.8795000000,38.5039000000,336093.78007,4263397.91972
1,FORGE site,13118.353863700000147,5110154.251889999955893,59,0,0,59,0.01054678040855,179.97179143353517,-112.8795000000,38.5037200000,336093.38241,4263378.08176
1,FORGE site,13118.353863700000147,5110154.251889999955893,60,0,0,60,0.01072553939852,179.97179143353517,-112.8795000000,38.5035500000,336092.98476,4263358.24379
1,FORGE site,13118.353863700000147,5110154.251889999955893,61,0,0,61,0.01090429838850,179.97179143353517,-112.8795000000,38.5033700000,336092.58710,4263338.40583
1,FORGE site,13118.353863700000147,5110154.251889999955893,62,0,0,62,0.01108305737847,179.97179143353517,-112.8795000000,38.5031900000,336092.18945,4263318.56786
1,FORGE site,13118.353863700000147,5110154.251889999955893,63,0,0,63,0.01126181636845,179.97179143353517,-112.8795000000,38.5030100000,336091.79180,4263298.72990
1,FORGE site,13118.353863700000147,5110154.251889999955893,64,0,0,64,0.01144057535842,179.97179143353517,-112.8795000000,38.5028300000,336091.39416,4263278.89194
1,FORGE site,13118.353863700000147,5110154.251889999955893,65,0,0,65,0.01161933434840,179.97179143353517,-112.8795000000,38.5026500000,336090.99651,4263259.05398
1,FORGE site,13118.353863700000147,5110154.251889999955893,66,0,0,66,0.01179809333837,179.97179143353517,-112.8795000000,38.5024700000,336090.59887,4263239.21601
1,FORGE site,13118.353863700000147,5110154.251889999955893,67,0,0,67,0.01197685232835,179.97179143581261,-112.8795000000,38.5022900000,336090.20122,4263219.37805
1,FORGE site,13118.353863700000147,5110154.251889999955893,68,0,0,68,0.01215561131832,179.97179143581261,-112.8795000000,38.5021200000,336089.80358,4263199.54009
1,FORGE site,13118.353863700000147,5110154.251889999955893,69,0,0,69,0.01233437030830,179.97179143353517,-112.8795000000,38.5019400000,336089.40594,4263179.70213
1,FORGE site,13118.353863700000147,5110154.251889999955893,70,0,0,70,0.01251312929827,179.97179143353517,-112.8795000000,38.5017600000,336089.00831,4263159.86417
1,FORGE site,13118.353863700000147,5110154.251889999955893,71,0,0,71,0.01269188828825,179.97179143353517,-112.8795000000,38.5015800000,336088.61067,4263140.02621
1,FORGE site,13118.353863700000147,5110154.251889999955893,72,0,0,72,0.01287064727822,179.97179143353517,-112.8795000000,38.5014000000,336088.21303,4263120.18825
1,FORGE site,13118.353863700000147,5110154.251889999955893,73,0,0,73,0.01304940626820,179.97179143353517,-112.8795000000,38.5012200000,336087.81540,4263100.35030
1,FORGE site,13118.353863700000147,5110154.251889999955893,74,0,0,74,0.01322816525817,179.97179143353517,-112.8795000000,38.5010400000,336087.41777,4263080.51234
1,FORGE site,13118.353863700000147,5110154.251889999955893,75,0,0,75,0.01340692424815,179.97179143353517,-112.8795000000,38.5008600000,336087.02014,4263060.67438
1,FORGE site,13118.353863700000147,5110154.251889999955893,76,0,0,76,0.01358568323812,179.97179143353517,-112.8795000000,38.5006900000,336086.62251,4263040.83643
1,FORGE site,13118.353863700000147,5110154.251889999955893,77,0,0,77,0.01376444222810,179.97179143353517,-112.8795000000,38.5005100000,336086.22489,4263020.99847
1,FORGE site,13118.353863700000147,5110154.251889999955893,78,0,0,78,0.01394320121808,179.97179143353517,-112.8795000000,38.5003300000,336085.82726,4263001.16051
1,FORGE site,13118.353863700000147,5110154.251889999955893,79,0,0,79,0.01412196020805,179.97179143353517,-112.8795000000,38.5001500000,336085.42964,4262981.32256
1,FORGE site,13118.353863700000147,5110154.251889999955893,80,0,0,80,0.01430071919803,179.97179143353517,-112.8795000000,38.4999700000,336085.03202,4262961.48461
1,FORGE site,13118.353863700000147,5110154.251889999955893,81,0,0,81,0.01447947818800,225.01384356756859,-112.8795000000,38.4997900000,336084.63440,4262941.64665
1,FORGE site,13118.353863700000147,5110154.251889999955893,82,0,0,82,0.01459326132680,270.05589570159844,-112.8796200000,38.4997900000,336074.71177,4262941.86171
1,FORGE site,13118.353863700000147,5110154.251889999955893,83,0,0,83,0.01470704446562,270.05589570338742,-112.8797300000,38.4997900000,336064.78913,4262942.07677
1,FORGE site,13118.353863700000147,5110154.251889999955893,84,0,0,84,0.01482082760442,270.05589570338742,-112.8798400000,38.4997900000,336054.86650,4262942.29185
1,FORGE site,13118.353863700000147,5110154.251889999955893,85,0,0,85,0.01493461074324,270.05589570159844,-112.8799600000,38.4997900000,336044.94387,4262942.50694
1,FORGE site,13118.353863700000147,5110154.251889999955893,86,0,0,86,0.01504839388204,270.05589570159844,-112.8800700000,38.4997900000,336035.02124,4262942.72204
1,FORGE site,13118.353863700000147,5110154.251889999955893,87,0,0,87,0.01516217702086,270.05589570159844,-112.8801800000,38.4997900000,336025.09860,4262942.93716
1,FORGE site,13118.353863700000147,5110154.251889999955893,88,0,0,88,0.01527596015966,270.05589570339095,-112.8803000000,38.4997900000,336015.17597,4262943.15228
1,FORGE site,13118.353863700000147,5110154.251889999955893,89,0,0,89,0.01538974329846,270.05589570338742,-112.8804100000,38.4997900000,336005.25334,4262943.36742
1,FORGE site,13118.353863700000147,5110154.251889999955893,90,0,0,90,0.01550352643728,270.05589570159844,-112.8805300000,38.4997900000,335995.33070,4262943.58257
1,FORGE site,13118.353863700000147,5110154.251889999955893,91,0,0,91,0.01561730957608,270.05589570159844,-112.8806400000,38.4997900000,335985.40807,4262943.79774
1,FORGE site,13118.353863700000147,5110154.251889999955893,92,0,0,92,0.01573109271490,270.05589570159844,-112.8807500000,38.4997900000,335975.48544,4262944.01291
1,FORGE site,13118.353863700000147,5110154.251889999955893,93,0,0,93,0.01584487585370,270.05589570339095,-112.8808700000,38.4997900000,335965.56280,4262944.22810
1,FORGE site,13118.353863700000147,5110154.251889999955893,94,0,0,94,0.01595865899250,270.05589570338742,-112.8809800000,38.4997900000,335955.64017,4262944.44330
1,FORGE site,13118.353863700000147,5110154.251889999955893,95,0,0,95,0.01607244213132,270.05589570159844,-112.8810900000,38.4997900000,335945.71754,4262944.65851
1,FORGE site,13118.353863700000147,5110154.251889999955893,96,0,0,96,0.01618622527012,270.05589570159844,-112.8812100000,38.4997900000,335935.79490,4262944.87374
1,FORGE site,13118.353863700000147,5110154.251889999955893,97,0,0,97,0.01630000840894,270.05589570159844,-112.8813200000,38.4997900000,335925.87227,4262945.08898
1,FORGE site,13118.353863700000147,5110154.251889999955893,98,0,0,98,0.01641379154774,270.05589570338742,-112.8814400000,38.4997900000,335915.94963,4262945.30423
1,FORGE site,13118.353863700000147,5110154.251889999955893,99,0,0,99,0.01652757468656,270.05589570338742,-112.8815500000,38.4997900000,335906.02700,4262945.51949
1,FORGE site,13118.353863700000147,5110154.251889999955893,100,0,0,100,0.01664135782536,270.05589570160191,-112.8816600000,38.4997900000,335896.10436,4262945.73476
1,FORGE site,13118.353863700000147,5110154.251889999955893,101,0,0,101,0.01675514096416,270.05589570159844,-112.8817800000,38.4997900000,335886.18173,4262945.95005
1,FORGE site,13118.353863700000147,5110154.251889999955893,102,0,0,102,0.01686892410298,270.05589570159844,-112.8818900000,38.4997900000,335876.25909,4262946.16535
1,FORGE site,13118.353863700000147,5110154.251889999955893,103,0,0,103,0.01698270724178,270.05589570338742,-112.8820000000,38.4997900000,335866.33646,4262946.38066
1,FORGE site,13118.353863700000147,5110154.251889999955893,104,0,0,104,0.01709649038060,270.05589570338742,-112.8821200000,38.4997900000,335856.41382,4262946.59598
1,FORGE site,13118.353863700000147,5110154.251889999955893,105,0,0,105,0.01721027351940,270.05589570160191,-112.8822300000,38.4997900000,335846.49119,4262946.81132
1,FORGE site,13118.353863700000147,5110154.251889999955893,106,0,0,106,0.01732405665821,270.05589570159844,-112.8823500000,38.4997900000,335836.56855,4262947.02666
1,FORGE site,13118.353863700000147,5110154.251889999955893,107,0,0,107,0.01743783979702,270.05589570159844,-112.8824600000,38.4997900000,335826.64592,4262947.24203
1,FORGE site,13118.353863700000147,5110154.251889999955893,108,0,0,108,0.01755162293582,270.05589570338742,-112.8825700000,38.4997900000,335816.72328,4262947.45740
1,FORGE site,13118.353863700000147,5110154.251889999955893,109,0,0,109,0.01766540607464,270.05589570338742,-112.8826900000,38.4997900000,335806.80065,4262947.67278
1,FORGE site,13118.353863700000147,5110154.251889999955893,110,0,0,110,0.01777918921344,270.05589570159844,-112.8828000000,38.4997900000,335796.87801,4262947.88818
1,FORGE site,13118.353863700000147,5110154.251889999955893,111,0,0,111,0.01789297235226,270.05589570159844,-112.8829100000,38.4997900000,335786.95538,4262948.10359
1,FORGE site,13118.353863700000147,5110154.251889999955893,112,0,0,112,0.01800675549106,270.05589570160191,-112.8830300000,38.4998000000,335777.03274,4262948.31901
1,FORGE site,13118.353863700000147,5110154.251889999955893,113,0,0,113,0.01812053862987,270.05589570338742,-112.8831400000,38.4998000000,335767.11011,4262948.53444
1,FORGE site,13118.353863700000147,5110154.251889999955893,114,0,0,114,0.01823432176868,270.05589570338742,-112.8832600000,38.4998000000,335757.18747,4262948.74989
1,FORGE site,13118.353863700000147,5110154.251889999955893,115,0,0,115,0.01834810490749,270.05589570159844,-112.8833700000,38.4998000000,335747.26483,4262948.96535
1,FORGE site,13118.353863700000147,5110154.251889999955893,116,0,0,116,0.01846188804630,270.05589570159844,-112.8834800000,38.4998000000,335737.34220,4262949.18082
1,FORGE site,13118.353863700000147,5110154.251889999955893,117,0,0,117,0.01857567118510,270.05589570159844,-112.8836000000,38.4998000000,335727.41956,4262949.39630
1,FORGE site,13118.353863700000147,5110154.251889999955893,118,0,0,118,0.01868945432392,270.05589570338742,-112.8837100000,38.4998000000,335717.49692,4262949.61180
1,FORGE site,13118.353863700000147,5110154.251889999955893,119,0,0,119,0.01880323746272,270.05589570339095,-112.8838200000,38.4998000000,335707.57429,4262949.82731
1,FORGE site,13118.353863700000147,5110154.251889999955893,120,0,0,120,0.01891702060153,270.05589570159844,-112.8839400000,38.4998000000,335697.65165,4262950.04283
1,FORGE site,13118.353863700000147,5110154.251889999955893,121,0,0,121,0.01903080374034,270.05589570159844,-112.8840500000,38.4998000000,335687.72901,4262950.25836
1,FORGE site,13118.353863700000147,5110154.251889999955893,122,0,0,122,0.01914458687915,270.05589570159844,-112.8841700000,38.4998000000,335677.80638,4262950.47390
1,FORGE site,13118.353863700000147,5110154.251889999955893,123,0,0,123,0.01925837001796,270.05589570159844,-112.8842800000,38.4998000000,335667.88374,4262950.68946
1,FORGE site,13118.353863700000147,5110154.251889999955893,124,0,0,124,0.01937215315676,270.05589570339095,-112.8843900000,38.4998000000,335657.96110,4262950.90503
1,FORGE site,13118.353863700000147,5110154.251889999955893,125,0,0,125,0.01948593629557,270.05589570338742,-112.8845100000,38.4998000000,335648.03846,4262951.12061
1,FORGE site,13118.353863700000147,5110154.251889999955893,126,0,0,126,0.01959971943438,270.05589570159844,-112.8846200000,38.4998000000,335638.11583,4262951.33620
1,FORGE site,13118.353863700000147,5110154.251889999955893,127,0,0,127,0.01971350257319,270.05589570159844,-112.8847400000,38.4998000000,335628.19319,4262951.55181
1,FORGE site,13118.353863700000147,5110154.251889999955893,128,0,0,128,0.01982728571200,270.05589570159844,-112.8848500000,38.4998000000,335618.27055,4262951.76743
1,FORGE site,13118.353863700000147,5110154.251889999955893,129,0,0,129,0.01994106885081,270.05589570338742,-112.8849600000,38.4998000000,335608.34791,4262951.98306
1,FORGE site,13118.353863700000147,5110154.251889999955893,130,0,0,130,0.02005485198962,270.05589570338742,-112.8850800000,38.4998000000,335598.42528,4262952.19870
1,FORGE site,13118.353863700000147,5110154.251889999955893,131,0,0,131,0.02016863512842,270.05589570160191,-112.8851900000,38.4998000000,335588.50264,4262952.41435
1,FORGE site,13118.353863700000147,5110154.251889999955893,132,0,0,132,0.02028241826723,270.05589570159844,-112.8853000000,38.4998000000,335578.58000,4262952.63002
1,FORGE site,13118.353863700000147,5110154.251889999955893,133,0,0,133,0.02039620140604,270.05589570159844,-112.8854200000,38.4998000000,335568.65736,4262952.84570
1,FORGE site,13118.353863700000147,5110154.251889999955893,134,0,0,134,0.02050998454485,270.05589570338742,-112.8855300000,38.4998000000,335558.73472,4262953.06139
1,FORGE site,13118.353863700000147,5110154.251889999955893,135,0,0,135,0.02062376768366,270.05589570338742,-112.8856500000,38.4998000000,335548.81208,4262953.27710
1,FORGE site,13118.353863700000147,5110154.251889999955893,136,0,0,136,0.02073755082247,270.05589570159844,-112.8857600000,38.4998000000,335538.88945,4262953.49281
1,FORGE site,13118.353863700000147,5110154.251889999955893,137,0,0,137,0.02085133396128,270.05589570159844,-112.8858700000,38.4998000000,335528.96681,4262953.70854
1,FORGE site,13118.353863700000147,5110154.251889999955893,138,0,0,138,0.02096511710008,270.05589570160191,-112.8859900000,38.4998000000,335519.04417,4262953.92428
1,FORGE site,13118.353863700000147,5110154.251889999955893,139,0,0,139,0.02107890023889,270.05589570338742,-112.8861000000,38.4998000000,335509.12153,4262954.14004
1,FORGE site,13118.353863700000147,5110154.251889999955893,140,0,0,140,0.02119268337770,270.05589570338742,-112.8862100000,38.4998000000,335499.19889,4262954.35580
1,FORGE site,13118.353863700000147,5110154.251889999955893,141,0,0,141,0.02130646651651,270.05589570159844,-112.8863300000,38.4998000000,335489.27625,4262954.57158
1,FORGE site,13118.353863700000147,5110154.251889999955893,142,0,0,142,0.02142024965532,270.05589570159844,-112.8864400000,38.4998000000,335479.35361,4262954.78737
1,FORGE site,13118.353863700000147,5110154.251889999955893,143,0,0,143,0.02153403279413,270.05589570160191,-112.8865600000,38.4998000000,335469.43097,4262955.00317
1,FORGE site,13118.353863700000147,5110154.251889999955893,144,0,0,144,0.02164781593293,270.05589570338742,-112.8866700000,38.4998000000,335459.50833,4262955.21899
1,FORGE site,13118.353863700000147,5110154.251889999955893,145,0,0,145,0.02176159907175,270.05589570338742,-112.8867800000,38.4998000000,335449.58569,4262955.43481
1,FORGE site,13118.353863700000147,5110154.251889999955893,146,0,0,146,0.02187538221055,270.05589570159844,-112.8869000000,38.4998000000,335439.66305,4262955.65065
1,FORGE site,13118.353863700000147,5110154.251889999955893,147,0,0,147,0.02198916534936,270.05589570159844,-112.8870100000,38.4998000000,335429.74041,4262955.86651
1,FORGE site,13118.353863700000147,5110154.251889999955893,148,0,0,148,0.02210294848817,270.05589570159844,-112.8871200000,38.4998000000,335419.81777,4262956.08237
1,FORGE site,13118.353863700000147,5110154.251889999955893,149,0,0,149,0.02221673162698,270.05589570338742,-112.8872400000,38.4998000000,335409.89513,4262956.29825
1,FORGE site,13118.353863700000147,5110154.251889999955893,150,0,0,150,0.02233051476579,270.05589570339095,-112.8873500000,38.4998000000,335399.97249,4262956.51413
1,FORGE site,13118.353863700000147,5110154.251889999955893,151,0,0,151,0.02244429790459,270.05589570159844,-112.8874700000,38.4998000000,335390.04985,4262956.73003
1,FORGE site,13118.353863700000147,5110154.251889999955893,152,0,0,152,0.02255808104341,270.05589570159844,-112.8875800000,38.4998000000,335380.12721,4262956.94595
1,FORGE site,13118.353863700000147,5110154.251889999955893,153,0,0,153,0.02267186418221,270.05589570159844,-112.8876900000,38.4998000000,335370.20457,4262957.16187
1,FORGE site,13118.353863700000147,5110154.251889999955893,154,0,0,154,0.02278564732102,270.05589570338742,-112.8878100000,38.4998000000,335360.28193,4262957.37781
1,FORGE site,13118.353863700000147,5110154.251889999955893,155,0,0,155,0.02289943045983,270.05589570339095,-112.8879200000,38.4998000000,335350.35929,4262957.59376
1,FORGE site,13118.353863700000147,5110154.251889999955893,156,0,0,156,0.02301321359863,270.05589570159844,-112.8880300000,38.4998000000,335340.43665,4262957.80972
1,FORGE site,13118.353863700000147,5110154.251889999955893,157,0,0,157,0.02312699673745,270.05589570159844,-112.8881500000,38.4998000000,335330.51401,4262958.02570
1,FORGE site,13118.353863700000147,5110154.251889999955893,158,0,0,158,0.02324077987625,270.05589570159844,-112.8882600000,38.4998000000,335320.59137,4262958.24168
1,FORGE site,13118.353863700000147,5110154.251889999955893,159,0,0,159,0.02335456301507,270.05589570338742,-112.8883800000,38.4998000000,335310.66872,4262958.45768
1,FORGE site,13118.353863700000147,5110154.251889999955893,160,0,0,160,0.02346834615387,270.05589570338742,-112.8884900000,38.4998000000,335300.74608,4262958.67369
1,FORGE site,13118.353863700000147,5110154.251889999955893,161,0,0,161,0.02358212929268,270.05589570159844,-112.8886000000,38.4998000000,335290.82344,4262958.88972
1,FORGE site,13118.353863700000147,5110154.251889999955893,162,0,0,162,0.02369591243149,224.97634519855006,-112.8887200000,38.4998000000,335280.90080,4262959.10575
1,FORGE site,13118.353863700000147,5110154.251889999955893,163,0,0,163,0.02388595862252,179.89679469763843,-112.8887200000,38.4996100000,335280.49765,4262938.01475
1,FORGE site,13118.353863700000147,5110154.251889999955893,164,0,0,164,0.02407600481355,179.89679469763843,-112.8887200000,38.4994200000,335280.09451,4262916.92375
1,FORGE site,13118.353863700000147,5110154.251889999955893,165,0,0,165,0.02426605100459,179.89679469763843,-112.8887200000,38.4992300000,335279.69137,4262895.83275
1,FORGE site,13118.353863700000147,5110154.251889999955893,166,0,0,166,0.02445609719561,179.89679469763843,-112.8887200000,38.4990400000,335279.28823,4262874.74175
1,FORGE site,13118.353863700000147,5110154.251889999955893,167,0,0,167,0.02464614338665,179.89679469549628,-112.8887200000,38.4988500000,335278.88510,4262853.65075
1,FORGE site,13118.353863700000147,5110154.251889999955893,168,0,0,168,0.02483618957768,179.89679469763843,-112.8887200000,38.4986600000,335278.48196,4262832.55976
1,FORGE site,13118.353863700000147,5110154.251889999955893,169,0,0,169,0.02502623576871,179.89679469763843,-112.8887200000,38.4984700000,335278.07883,4262811.46876
1,FORGE site,13118.353863700000147,5110154.251889999955893,170,0,0,170,0.02521628195974,179.89679469763843,-112.8887100000,38.4982800000,335277.67570,4262790.37776
1,FORGE site,13118.353863700000147,5110154.251889999955893,171,0,0,171,0.02540632815078,179.89679469763843,-112.8887100000,38.4980900000,335277.27257,4262769.28676
1,FORGE site,13118.353863700000147,5110154.251889999955893,172,0,0,172,0.02559637434180,179.89679469549628,-112.8887100000,38.4979000000,335276.86944,4262748.19577
1,FORGE site,13118.353863700000147,5110154.251889999955893,173,0,0,173,0.02578642053284,179.89679469763843,-112.8887100000,38.4977100000,335276.46632,4262727.10477
1,FORGE site,13118.353863700000147,5110154.251889999955893,174,0,0,174,0.02597646672387,179.89679469763843,-112.8887100000,38.4975200000,335276.06320,4262706.01378
